,Address,City,Beds,Beds_Min,Beds_Max,Baths,Bath_Min,Bath_Max,List_Price,Price_Min,Price_Max,Pets_Allowed,List_Date,Update_Date,House_or_Apt,URL
66,4901 Bottlebrush Ln # 709,Orlando,2.0,,,2.0,,,1611.0,,,,,2022-05-30T12:11:29Z,apartment,https://www.realtor.com/realestateandhomes-detail/4901-Bottlebrush-Ln-709_Orlando_FL_32808_M90136-00810
67,2300 Econ Cir,Orlando,,1.0,2.0,,1.0,2.0,,1263.0,1528.0,,2021-09-16T23:39:33Z,2022-05-10T08:16:41Z,apartment,https://www.realtor.com/realestateandhomes-detail/2300-Econ-Cir_Orlando_FL_32817_M63995-14924
68,4901 Bottlebrush Ln # 705,Orlando,2.0,,,2.0,,,1616.0,,,,,2022-05-25T01:09:49Z,apartment,https://www.realtor.com/realestateandhomes-detail/4901-Bottlebrush-Ln-705_Orlando_FL_32808_M90823-45221
69,2661 Carolyn Ave,Orlando,2.0,,,2.0,,,1350.0,,,,2022-05-24T21:31:07Z,2022-05-25T11:15:36Z,apartment,https://www.realtor.com/realestateandhomes-detail/2661-Carolyn-Ave_Orlando_FL_32810_M64312-10756
70,4901 Bottlebrush Ln # 704,Orlando,2.0,,,2.0,,,1626.0,,,,,2022-05-30T12:11:29Z,apartment,https://www.realtor.com/realestateandhomes-detail/4901-Bottlebrush-Ln-704_Orlando_FL_32808_M93599-39459
71,4901 Bottlebrush Ln # 707,Orlando,2.0,,,2.0,,,1626.0,,,,,2022-05-25T01:09:49Z,apartment,https://www.realtor.com/realestateandhomes-detail/4901-Bottlebrush-Ln-707_Orlando_FL_32808_M98783-32296
72,5175 Cinderlane Pkwy # 3407,Orlando,2.0,,,2.0,,,1640.0,,,,,2022-05-28T01:10:46Z,apartment,https://www.realtor.com/realestateandhomes-detail/5175-Cinderlane-Pkwy-3407_Orlando_FL_32808_M99780-44625
73,5175 Cinderlane Pkwy # 1605,Orlando,2.0,,,2.0,,,1655.0,,,,,2022-05-28T01:10:46Z,apartment,https://www.realtor.com/realestateandhomes-detail/5175-Cinderlane-Pkwy-1605_Orlando_FL_32808_M93013-58486
74,5175 Cinderlane Pkwy # 3502,Orlando,2.0,,,2.0,,,1655.0,,,,,2022-05-28T01:10:46Z,apartment,https://www.realtor.com/realestateandhomes-detail/5175-Cinderlane-Pkwy-3502_Orlando_FL_32808_M90685-63028
75,5175 Cinderlane Pkwy # 815,Orlando,2.0,,,2.0,,,1655.0,,,,,2022-05-28T01:10:46Z,apartment,https://www.realtor.com/realestateandhomes-detail/5175-Cinderlane-Pkwy-815_Orlando_FL_32808_M91330-20348
76,5175 Cinderlane Pkwy # 3511,Orlando,2.0,,,2.0,,,1655.0,,,,,2022-05-28T01:10:46Z,apartment,https://www.realtor.com/realestateandhomes-detail/5175-Cinderlane-Pkwy-3511_Orlando_FL_32808_M93819-74053
77,4901 Bottlebrush Ln # 114,Orlando,2.0,,,2.0,,,1651.0,,,,,2022-05-25T01:09:49Z,apartment,https://www.realtor.com/realestateandhomes-detail/4901-Bottlebrush-Ln-114_Orlando_FL_32808_M98535-82925
78,5337 Esplanade Park Cir # 5302,Orlando,2.0,,,2.0,,,1465.0,,,,,2022-05-28T01:10:46Z,apartment,https://www.realtor.com/realestateandhomes-detail/5337-Esplanade-Park-Cir-5302_Orlando_FL_32839_M90006-46875
79,5337 Esplanade Park Cir # 5203,Orlando,2.0,,,2.0,,,1475.0,,,,,2022-05-22T12:58:51Z,apartment,https://www.realtor.com/realestateandhomes-detail/5337-Esplanade-Park-Cir-5203_Orlando_FL_32839_M90531-44479
80,5337 Esplanade Park Cir # 7205,Orlando,2.0,,,2.0,,,1475.0,,,,,2022-05-29T01:10:58Z,apartment,https://www.realtor.com/realestateandhomes-detail/5337-Esplanade-Park-Cir-7205_Orlando_FL_32839_M99001-16179
81,5300 Lake Margaret Dr # 434-1212,Orlando,2.0,,,2.0,,,1573.0,,,,,2022-05-26T13:08:18Z,apartment,https://www.realtor.com/realestateandhomes-detail/5300-Lake-Margaret-Dr-434-1212-Fl-32812_Orlando_FL_32812_M93156-46149
82,1032 W Jefferson St Apt 10,Orlando,2.0,,,1.0,,,1050.0,,,,,2022-05-28T23:02:04Z,condos,https://www.realtor.com/realestateandhomes-detail/1032-W-Jefferson-St-Apt-10_Orlando_FL_32805_M96110-06637
83,5300 Lake Margaret Dr # 392-0818,Orlando,2.0,,,2.0,,,1583.0,,,,,2022-05-26T13:08:18Z,apartment,https://www.realtor.com/realestateandhomes-detail/5300-Lake-Margaret-Dr-392-0818-Fl-32812_Orlando_FL_32812_M95976-47935
84,5300 Lake Margaret Dr # 468-1517,Orlando,2.0,,,2.0,,,1598.0,,,,,2022-05-07T13:06:36Z,apartment,https://www.realtor.com/realestateandhomes-detail/5300-Lake-Margaret-Dr-468-1517-Fl-32812_Orlando_FL_32812_M95629-97667
85,5300 Lake Margaret Dr # 384-0122,Orlando,2.0,,,2.0,,,1613.0,,,,,2022-05-07T13:06:36Z,apartment,https://www.realtor.com/realestateandhomes-detail/5300-Lake-Margaret-Dr-384-0122-Fl-32812_Orlando_FL_32812_M91095-98335
86,5337 Esplanade Park Cir # 7114,Orlando,2.0,,,2.0,,,1535.0,,,,,2022-05-05T12:19:53Z,apartment,https://www.realtor.com/realestateandhomes-detail/5337-Esplanade-Park-Cir-7114_Orlando_FL_32839_M90031-71754
87,1022 24th St,Orlando,3.0,,,1.0,,,1150.0,,,,,2022-05-27T00:37:04Z,single_family,https://www.realtor.com/realestateandhomes-detail/1022-24th-St_Orlando_FL_32805_M61638-27619
88,5300 Lake Margaret Dr # 228-0803,Orlando,2.0,,,2.0,,,1648.0,,,,,2022-05-20T01:13:01Z,apartment,https://www.realtor.com/realestateandhomes-detail/5300-Lake-Margaret-Dr-228-0803-Fl-32812_Orlando_FL_32812_M92410-98319
89,5300 Lake Margaret Dr # 208-1304,Orlando,2.0,,,2.0,,,1648.0,,,,,2022-05-20T01:13:01Z,apartment,https://www.realtor.com/realestateandhomes-detail/5300-Lake-Margaret-Dr-208-1304-Fl-32812_Orlando_FL_32812_M93282-27321
90,11600 Mackay Blvd,Orlando,,1.0,2.0,,1.0,1.0,,1350.0,1550.0,,2021-09-16T23:39:33Z,2022-05-24T02:20:46Z,apartment,https://www.realtor.com/realestateandhomes-detail/11600-Mackay-Blvd_Orlando_FL_32826_M55307-36912
91,1968 Lake Heritage Cir # 12208,Orlando,2.0,,,2.0,,,1615.0,,,,,2022-05-25T01:09:49Z,apartment,https://www.realtor.com/realestateandhomes-detail/1968-Lake-Heritage-Cir-12208_Orlando_FL_32839_M96632-19798
92,604 Laurel Cove Ct # 30-301,Orlando,2.0,,,2.0,,,1615.0,,,,,2022-05-30T12:11:29Z,apartment,https://www.realtor.com/realestateandhomes-detail/604-Laurel-Cove-Ct-30-301_Orlando_FL_32825_M91561-34887
93,604 Laurel Cove Ct # 19-203,Orlando,2.0,,,2.0,,,1615.0,,,,,2022-05-29T01:10:58Z,apartment,https://www.realtor.com/realestateandhomes-detail/604-Laurel-Cove-Ct-19-203_Orlando_FL_32825_M93818-28040
94,604 Laurel Cove Ct # 12-113,Orlando,2.0,,,2.0,,,1615.0,,,,,2022-05-29T01:10:58Z,apartment,https://www.realtor.com/realestateandhomes-detail/604-Laurel-Cove-Ct-12-113_Orlando_FL_32825_M93003-77199
95,604 Laurel Cove Ct # 13-103,Orlando,2.0,,,2.0,,,1615.0,,,,,2022-05-30T12:11:29Z,apartment,https://www.realtor.com/realestateandhomes-detail/604-Laurel-Cove-Ct-13-103_Orlando_FL_32825_M91464-77796
96,604 Laurel Cove Ct # 01-207,Orlando,2.0,,,2.0,,,1615.0,,,,,2022-05-29T01:10:58Z,apartment,https://www.realtor.com/realestateandhomes-detail/604-Laurel-Cove-Ct-01-207_Orlando_FL_32825_M98281-23224
97,28 S Ortman Dr Unit 28B,Orlando,2.0,,,2.0,,,1300.0,,,,,2022-05-25T23:01:28Z,condos,https://www.realtor.com/realestateandhomes-detail/28-S-Ortman-Dr-28B_Orlando_FL_32805_M96001-76698
98,5317 Curry Ford Rd Apt J201,Orlando,2.0,,,1.0,,,1100.0,,,,2022-04-26T15:47:34Z,2022-05-27T11:57:35Z,condos,https://www.realtor.com/realestateandhomes-detail/5317-Curry-Ford-Rd-Apt-J201_Orlando_FL_32812_M93650-77410
99,1112 Doss Ave,Orlando,2.0,,,1.0,,,1100.0,,,,,2022-05-04T23:01:28Z,condos,https://www.realtor.com/realestateandhomes-detail/1112-Doss-Ave_Orlando_FL_32809_M90287-52314
100,5800 Auvers Blvd # 19-203,Orlando,2.0,,,2.0,,,1586.0,,,,,2022-05-22T12:58:51Z,apartment,https://www.realtor.com/realestateandhomes-detail/5800-Auver-Blvd-19-203_Orlando_FL_32807_M98932-71386
101,5800 Auvers Blvd # 22-107,Orlando,2.0,,,2.0,,,1601.0,,,,,2022-05-12T01:11:49Z,apartment,https://www.realtor.com/realestateandhomes-detail/5800-Auver-Blvd-22-107_Orlando_FL_32807_M96630-24066
102,2779L B McLeod Rd Unit D,Orlando,2.0,,,2.0,,,1250.0,,,,2022-05-19T01:30:37Z,2022-05-31T07:48:22Z,condos,https://www.realtor.com/realestateandhomes-detail/2779-L-B-McLeod-Rd-Apt-D_Orlando_FL_32805_M65285-93937
103,4720 Balboa Dr,Orlando,3.0,,,1.0,,,1599.0,,,,2022-04-22T18:01:55Z,2022-05-24T00:04:24Z,single_family,https://www.realtor.com/realestateandhomes-detail/4720-Balboa-Dr_Orlando_FL_32808_M50274-80383
104,4875 Norwalk Pl,Orlando,3.0,,,2.0,,,1650.0,,,,,2022-05-26T23:02:00Z,single_family,https://www.realtor.com/realestateandhomes-detail/4875-Norwalk-Pl_Orlando_FL_32808_M52919-42256
105,1225 Saint James Rd,Orlando,3.0,,,1.0,,,1650.0,,,,,2022-05-17T21:01:04Z,single_family,https://www.realtor.com/realestateandhomes-detail/1225-Saint-James-Rd_Orlando_FL_32808_M50459-64290
106,11151 Iron Bridge Rd,Orlando,3.0,,,2.0,,,1400.0,,,,,2022-05-27T00:37:04Z,single_family,https://www.realtor.com/realestateandhomes-detail/11151-Iron-Bridge-Rd_Orlando_FL_32837_M64032-01289
107,12722 Paddle Ct,Orlando,3.0,,,2.0,,,1536.0,,,,2022-05-31T07:01:39Z,2022-05-31T07:01:39Z,single_family,https://www.realtor.com/realestateandhomes-detail/12722-Paddle-Ct_Orlando_FL_32828_M54807-60563
108,1261 23rd St,Orlando,2.0,,,1.0,,,900.0,,,,,2022-05-26T00:32:19Z,single_family,https://www.realtor.com/realestateandhomes-detail/1261-23rd-St_Orlando_FL_32805_M61726-22382
109,1910 Honour Rd Apt 2,Orlando,2.0,,,1.0,,,1250.0,,,,2022-05-13T19:27:29Z,2022-05-18T09:25:11Z,condos,https://www.realtor.com/realestateandhomes-detail/1910-Honour-Rd-Apt-2_Orlando_FL_32839_M60421-68838
110,4409 Ring Neck Rd Unit 21A,Orlando,2.0,,,2.0,,,1500.0,,,,,2022-05-26T23:02:00Z,condos,https://www.realtor.com/realestateandhomes-detail/4409-Ring-Neck-Rd-A21_Orlando_FL_32808_M65042-32924
111,5325 Curry Ford Rd Apt F103,Orlando,2.0,,,1.0,,,1350.0,,,,,2022-05-20T00:01:11Z,condos,https://www.realtor.com/realestateandhomes-detail/5325-Curry-Ford-Rd-Apt-F103_Orlando_FL_32812_M97042-11353
112,6101 Westgate Dr,Orlando,,1.0,2.0,,1.0,2.0,,1335.0,1659.0,,2021-09-16T23:39:33Z,2022-04-15T02:17:52Z,apartment,https://www.realtor.com/realestateandhomes-detail/6101-Westgate-Dr_Orlando_FL_32835_M51663-97881
113,5421 Goldenwood Dr,Orlando,3.0,,,2.0,,,1600.0,,,,2022-05-30T21:19:08Z,2022-05-30T00:25:42Z,single_family,https://www.realtor.com/realestateandhomes-detail/5421-Goldenwood-Dr_Orlando_FL_32817_M93668-39607
114,7628 Forest City Rd Unit G55,Orlando,2.0,,,2.0,,,1300.0,,,,2022-05-16T17:59:19Z,2022-05-16T16:16:47Z,condos,https://www.realtor.com/realestateandhomes-detail/7628-Forest-City-Rd-Apt-55_Orlando_FL_32810_M53632-32123
115,649 Cannon Ridge Dr,Orlando,,2.0,2.0,,2.0,2.5,,1600.0,1750.0,Cat/Dog,2021-09-16T23:39:33Z,2022-05-28T02:16:51Z,apartment,https://www.realtor.com/realestateandhomes-detail/649-Cannon-Ridge-Dr_Orlando_FL_32818_M52709-54100
116,11650 Malverns Loop Unit 11650,Orlando,3.0,,,2.0,,,1600.0,,,,2022-05-30T21:19:08Z,2022-05-29T22:30:38Z,single_family,https://www.realtor.com/realestateandhomes-detail/11650-Malverns-Loop-Unit-11650_Orlando_FL_32832_M98513-04969
117,5870 Sundown Cir,Orlando,,1.0,2.0,,1.0,2.0,,1483.0,1936.0,We use a third-party pet application service called PetScreening that is both simple and secure while storing your pet's information in one place. See website for details.,2021-09-16T23:39:33Z,2022-05-27T20:18:26Z,apartment,https://www.realtor.com/realestateandhomes-detail/5870-Sundown-Cir_Orlando_FL_32822_M56136-52166
118,4003 Dijon Dr Unit K,Orlando,2.0,,,3.0,,,1650.0,,,,,2022-05-25T23:01:28Z,condos,https://www.realtor.com/realestateandhomes-detail/4003-Dijon-Dr-K_Orlando_FL_32808_M64122-09006
119,4111 S Semoran Blvd Apt 3,Orlando,2.0,,,2.0,,,1400.0,,,,,2022-05-13T00:01:24Z,condos,https://www.realtor.com/realestateandhomes-detail/4111-S-Semoran-Blvd-Apt-3_Orlando_FL_32822_M59475-28443
120,1956 Lake Atriums Cir Apt 148,Orlando,2.0,,,2.0,,,1500.0,,,,2022-05-21T15:54:49Z,2022-05-21T17:06:38Z,condos,https://www.realtor.com/realestateandhomes-detail/1956-Lake-Atriums-Cir-Apt-148_Orlando_FL_32839_M59014-91433
121,3970 Crayrich Cir Unit C4,Orlando,2.0,,,3.0,,,1500.0,,,,,2022-05-25T23:01:28Z,townhomes,https://www.realtor.com/realestateandhomes-detail/3970-Crayrich-Cir-4C_Orlando_FL_32839_M62235-65503
122,4842 S Semoran Blvd Apt 706,Orlando,2.0,,,2.0,,,1500.0,,,,2022-05-23T16:04:04Z,2022-05-23T16:04:04Z,condos,https://www.realtor.com/realestateandhomes-detail/4842-S-Semoran-Blvd-Apt-706_Orlando_FL_32822_M69706-13966
123,2572 Woodgate Blvd Apt 204,Orlando,2.0,,,2.0,,,1500.0,,,,2022-04-01T17:59:24Z,2022-05-31T08:58:26Z,condos,https://www.realtor.com/realestateandhomes-detail/2572-Woodgate-Blvd-Apt-204_Orlando_FL_32822_M62297-13805
124,11650 Malverns Loop,Orlando,3.0,,,2.0,,,1600.0,,,,2022-05-30T00:03:01Z,2022-05-30T00:03:01Z,single_family,https://www.realtor.com/realestateandhomes-detail/11650-Malverns-Loop_Orlando_FL_32832_M51534-55318
125,5160 Conroy Rd Unit 1411,Orlando,2.0,,,2.0,,,1650.0,,,,2022-05-30T13:31:10Z,2022-05-30T13:31:33Z,condos,https://www.realtor.com/realestateandhomes-detail/5160-Conroy-Rd-Apt-1411_Orlando_FL_32811_M57647-30224
126,7123 Yacht Basin Ave Apt 338,Orlando,2.0,,,2.0,,,1600.0,,,,2022-05-01T23:02:33Z,2022-05-24T15:46:53Z,condos,https://www.realtor.com/realestateandhomes-detail/7123-Yacht-Basin-Ave-Apt-338_Orlando_FL_32835_M61961-17959
127,4705 Almond Willow Dr,Orlando,2.0,,,2.0,,,1450.0,,,,,2022-05-16T00:12:53Z,single_family,https://www.realtor.com/realestateandhomes-detail/4705-Almond-Willow-Dr_Orlando_FL_32808_M68261-69736
128,8 E Spruce St,Orlando,2.0,,,1.0,,,1600.0,,,,,2022-05-24T23:01:37Z,condos,https://www.realtor.com/realestateandhomes-detail/8-E-Spruce-St_Orlando_FL_32804_M55883-19180
129,825 N Primrose Dr Apt 113,Orlando,2.0,,,1.0,,,1500.0,,,,2022-05-23T15:23:27Z,2022-05-23T11:21:34Z,condos,https://www.realtor.com/realestateandhomes-detail/825-N-Primrose-Dr-Apt-113_Orlando_FL_32803_M64037-63242
130,5175 Cinderlane Pkwy,Orlando,,1.0,2.0,,1.0,2.0,,1240.0,1740.0,Restricted breeds. One-time fee is per pet and non-refundable.,2021-09-16T23:39:33Z,2022-05-30T20:17:25Z,apartment,https://www.realtor.com/realestateandhomes-detail/5175-Cinderlane-Pkwy_Orlando_FL_32808_M54867-24426
131,925 W Oak Ridge Rd Apt C,Orlando,2.0,,,2.0,,,1400.0,,,,,2022-05-15T00:33:30Z,single_family,https://www.realtor.com/realestateandhomes-detail/925-W-Oak-Ridge-Rd-Apt-C_Orlando_FL_32809_M51468-04064
132,5201 Bonnie Brae Cir,Orlando,2.0,,,2.0,,,1650.0,,,,,2022-05-26T00:32:19Z,single_family,https://www.realtor.com/realestateandhomes-detail/5203-Bonnie-Brae-Cir_Orlando_FL_32808_M53454-65473
133,5600 Devonbriar Way Apt N205,Orlando,2.0,,,2.0,,,1425.0,,,,,2022-05-25T00:39:33Z,single_family,https://www.realtor.com/realestateandhomes-detail/5600-Devonbriar-Way-Apt-N205_Orlando_FL_32822_M69034-85711
134,7105 Balboa Dr,Orlando,2.0,,,2.0,,,1650.0,,,,,2022-05-26T23:02:00Z,single_family,https://www.realtor.com/realestateandhomes-detail/7105-Balboa-Dr_Orlando_FL_32818_M69832-04871
135,6020 W Harwood Ave,Orlando,2.0,,,1.0,,,1500.0,,,,2022-03-03T21:07:37Z,2022-05-19T12:22:47Z,single_family,https://www.realtor.com/realestateandhomes-detail/6020-W-Harwood-Ave_Orlando_FL_32835_M67250-93127
136,2528 Robert Trent Jones Bldg 16 Unit 1635,Orlando,2.0,,,1.0,,,1550.0,,,,,2022-05-31T00:10:55Z,single_family,https://www.realtor.com/realestateandhomes-detail/2528-Robert-Trent-Jones-Bldg-16-Unit-1635_Orlando_FL_32835_M98613-48742
137,9942 Turf Way Apt 8,Orlando,2.0,,,2.0,,,1500.0,,,,,2022-05-17T00:38:19Z,single_family,https://www.realtor.com/realestateandhomes-detail/9942-Turf-Way-Apt-8_Orlando_FL_32837_M60905-56081
138,9815 Barley Club Dr Apt 4,Orlando,2.0,,,2.0,,,1500.0,,,,,2022-05-11T01:09:06Z,single_family,https://www.realtor.com/realestateandhomes-detail/9815-Barley-Club-Dr-Apt-4_Orlando_FL_32837_M60974-87546
139,804 N Thornton Ave,Orlando,2.0,,,1.0,,,1650.0,,,,2022-04-11T22:02:15Z,2022-05-26T20:01:57Z,single_family,https://www.realtor.com/realestateandhomes-detail/804-N-Thornton-Ave_Orlando_FL_32803_M98800-26424
140,828 Laurel Ave Apt 1,Orlando,2.0,,,1.0,,,1650.0,,,,,2022-05-18T00:24:42Z,single_family,https://www.realtor.com/realestateandhomes-detail/828-Laurel-Ave-Apt-1_Orlando_FL_32803_M90779-05410
